,Landing,Date,Boat,Trip Type,Anglers,Fish Count
695,daveys-locker,2019-10-03,Freelance,3/4 Day,36,"96 Bonito, 11 Whitefish, 2 Sheephead, 1 Yellowtail"
696,daveys-locker,2019-10-03,Thunderbird,1.5 Day,28,4 Bluefin Tuna
697,daveys-locker,2019-10-03,Western Pride,1/2 Day AM,35,"100 Calico Bass Released, 75 Bocaccio, 20 Rockfish, 10 Sculpin, 6 Calico Bass, 5 Vermilion Rockfish, 2 Whitefish"
698,daveys-locker,2019-10-05,Western Pride,1/2 Day AM,54,"122 Bocaccio, 45 Rockfish, 10 Vermilion Rockfish, 8 Whitefish"
699,daveys-locker,2019-10-07,Freelance,3/4 Day,23,"10 Rockfish, 8 Whitefish, 1 Calico Bass, 1 Bonito, 1 Yellowtail"
700,daveys-locker,2019-10-07,Thunderbird,1.5 Day,28,143 Yellowtail
701,daveys-locker,2019-10-07,Western Pride,1/2 Day AM,49,"131 Rockfish, 119 Bocaccio, 78 Sculpin, 5 Vermilion Rockfish, 5 Whitefish"
702,daveys-locker,2019-10-08,Freelance,3/4 Day,47,"63 Rockfish, 14 Whitefish, 7 Sanddab, 6 Sculpin, 4 Blue Perch, 3 Calico Bass, 3 Sheephead"
703,daveys-locker,2019-10-09,Freelance,3/4 Day,60,"135 Rockfish, 105 Bocaccio, 17 Sculpin, 12 Whitefish, 8 Calico Bass, 2 Sheephead"
704,daveys-locker,2019-10-09,Western Pride,1/2 Day AM,23,"71 Bocaccio, 56 Rockfish, 37 Vermilion Rockfish, 11 Calico Bass, 5 Whitefish, 2 Sand Bass, 2 Blue Perch"
705,daveys-locker,2019-10-10,Freelance,3/4 Day,42,"48 Bonito, 10 Calico Bass, 5 Rockfish, 1 Sheephead"
706,daveys-locker,2019-10-11,Freelance,3/4 Day,36,"51 Bonito, 48 Whitefish, 17 Calico Bass, 3 Yellowtail"
707,daveys-locker,2019-10-11,Western Pride,1/2 Day AM,38,"146 Rockfish, 61 Bocaccio, 21 Sculpin, 5 Whitefish, 3 Vermilion Rockfish"
708,daveys-locker,2019-10-12,Bongos,1/2 Day PM,6,"35 Bocaccio, 10 Rockfish, 1 Lingcod"
709,daveys-locker,2019-10-12,Freelance,3/4 Day,58,"165 Rockfish, 135 Bocaccio, 52 Sculpin, 48 Bonito, 45 Whitefish, 4 Calico Bass"
710,daveys-locker,2019-10-12,Western Pride,1/2 Day AM,47,"160 Rockfish, 60 Bocaccio, 18 Sanddab, 15 Sculpin, 3 Vermilion Rockfish"
711,daveys-locker,2019-10-12,Western Pride,1/2 Day PM,32,"135 Rockfish, 89 Bocaccio, 10 Sculpin, 3 Whitefish"
712,daveys-locker,2019-10-13,Freelance,3/4 Day,71,"181 Rockfish, 131 Bocaccio, 72 Sculpin, 24 Bonito, 16 Whitefish"
713,daveys-locker,2019-10-13,Thunderbird,1.5 Day,26,"130 Yellowfin Tuna, 6 Bluefin Tuna, 4 Skipjack Tuna"
714,daveys-locker,2019-10-13,Western Pride,1/2 Day PM,54,"80 Rockfish, 35 Bocaccio, 5 Sanddab, 2 Sculpin"
715,daveys-locker,2019-10-14,Freelance,3/4 Day,48,"30 Whitefish, 6 Sheephead, 2 Sculpin, 1 Yellowtail"
716,daveys-locker,2019-10-14,Western Pride,3/4 Day,37,"81 Bonito, 48 Whitefish, 3 Calico Bass, 3 Sheephead, 3 Yellowtail"
717,daveys-locker,2019-10-15,Freelance,3/4 Day,48,"140 Rockfish, 80 Bocaccio, 40 Whitefish, 25 Sculpin"
718,daveys-locker,2019-10-15,Western Pride,1/2 Day AM,29,"49 Whitefish, 2 Sculpin, 2 Sheephead, 2 Calico Bass, 1 Sand Bass"
719,daveys-locker,2019-10-16,Freelance,3/4 Day,50,"160 Rockfish, 65 Sculpin, 50 Bocaccio, 20 Whitefish, 15 Vermilion Rockfish, 6 Calico Bass, 2 Sheephead, 1 Wolf Eel"
720,daveys-locker,2019-10-16,Thunderbird,1/2 Day AM,38,"117 Rockfish, 47 Vermilion Rockfish, 36 Bocaccio, 5 Sanddab, 3 Whitefish"
721,daveys-locker,2019-10-16,Thunderbird,Overnight,26,72 Yellowfin Tuna
722,daveys-locker,2019-10-17,Freelance,3/4 Day,32,"95 Bocaccio, 85 Rockfish, 71 Sculpin, 12 Whitefish"
723,daveys-locker,2019-10-17,Thunderbird,Overnight,33,"92 Yellowfin Tuna, 31 Skipjack Tuna"
724,daveys-locker,2019-10-17,Western Pride,1/2 Day PM,31,"150 Calico Bass Released, 25 Rockfish, 15 Calico Bass, 12 Vermilion Rockfish, 10 Blue Perch, 4 Sculpin"
725,daveys-locker,2019-10-18,Freelance,3/4 Day,49,"65 Rockfish, 45 Bocaccio, 31 Sculpin"
726,daveys-locker,2019-10-18,Thunderbird,Overnight,33,"125 Yellowfin Tuna, 95 Skipjack Tuna"
727,daveys-locker,2019-10-18,Western Pride,1/2 Day PM,16,"42 Calico Bass, 8 Whitefish, 5 Sheephead, 5 Blue Perch, 2 Sand Bass"
728,daveys-locker,2019-10-19,Freelance,3/4 Day,73,"150 Rockfish, 71 Sculpin, 35 Bocaccio, 22 Whitefish, 6 Sheephead, 2 Calico Bass"
729,daveys-locker,2019-10-19,Western Pride,1/2 Day AM,30,"160 Bocaccio, 150 Rockfish, 13 Sculpin"
730,daveys-locker,2019-10-19,Western Pride,1/2 Day PM,43,"47 Sheephead, 21 Calico Bass, 18 Sculpin, 3 Rockfish, 3 Whitefish, 2 Blue Perch"
731,daveys-locker,2019-10-20,Freelance,3/4 Day,77,"155 Rockfish, 76 Bocaccio, 51 Sculpin, 15 Whitefish, 3 Bonito"
732,daveys-locker,2019-10-20,Western Pride,1/2 Day AM,27,"148 Rockfish, 78 Bocaccio, 8 Sculpin, 4 Vermilion Rockfish, 2 Whitefish"
733,daveys-locker,2019-10-20,Western Pride,1/2 Day PM,34,"127 Bocaccio, 60 Rockfish, 55 Vermilion Rockfish, 21 Sheephead, 5 Sculpin"
734,daveys-locker,2019-10-21,Freelance,3/4 Day,31,"120 Rockfish, 25 Vermilion Rockfish, 15 Sculpin, 10 Whitefish, 2 Bluefin Tuna"
735,daveys-locker,2019-10-21,Thunderbird,Overnight,34,8 Yellowfin Tuna
736,daveys-locker,2019-10-21,Western Pride,1/2 Day PM,19,"85 Rockfish, 15 Bocaccio, 3 Bluefin Tuna"
737,daveys-locker,2019-10-22,Freelance,3/4 Day,36,"140 Rockfish, 30 Whitefish, 25 Sculpin, 15 Vermilion Rockfish, 1 Calico Bass"
738,daveys-locker,2019-10-22,Western Pride,1/2 Day AM,26,"77 Bocaccio, 32 Rockfish, 14 Vermilion Rockfish, 1 Whitefish"
739,daveys-locker,2019-10-23,Freelance,3/4 Day,41,"180 Rockfish, 125 Bocaccio, 80 Bonito, 15 Whitefish, 1 Sheephead"
740,daveys-locker,2019-10-23,Western Pride,1/2 Day PM,22,"39 Sheephead, 23 Calico Bass, 12 Blue Perch, 10 Sculpin, 8 Whitefish"
741,daveys-locker,2019-10-24,Freelance,3/4 Day,40,"110 Rockfish, 85 Bocaccio, 81 Bonito, 2 Lingcod, 1 Sheephead"
742,daveys-locker,2019-10-24,Thunderbird,Overnight,30,8 Yellowfin Tuna
743,daveys-locker,2019-10-25,Freelance,3/4 Day,48,"95 Rockfish, 80 Bonito, 76 Bocaccio, 1 Lingcod, 1 Sheephead"
744,daveys-locker,2019-10-25,Western Pride,1/2 Day AM,22,"96 Bocaccio, 43 Rockfish, 6 Sculpin, 1 Yellowtail"
745,daveys-locker,2019-10-25,Western Pride,1/2 Day PM,30,"30 Sheephead, 21 Sculpin, 10 Calico Bass, 7 Whitefish, 5 Blue Perch, 3 Rockfish"
746,daveys-locker,2019-10-26,Freelance,3/4 Day,56,"22 Whitefish, 8 Bonito, 3 Yellowfin Tuna, 2 Sheephead"
747,daveys-locker,2019-10-26,Western Pride,3/4 Day,48,"34 Whitefish, 2 Bonito, 1 Calico Bass, 1 Sculpin, 1 Yellowfin Tuna"
748,daveys-locker,2019-10-27,Freelance,3/4 Day,69,"85 Rockfish, 70 Sculpin, 12 Whitefish, 2 Lingcod"
749,daveys-locker,2019-10-27,Thunderbird,2 Day,20,"32 Bluefin Tuna, 7 Yellowfin Tuna"
750,daveys-locker,2019-10-28,Freelance,3/4 Day,20,"40 Whitefish, 35 Rockfish, 20 Bocaccio, 10 Vermilion Rockfish, 2 Bonito, 1 Sheephead"
751,daveys-locker,2019-10-28,Western Pride,1/2 Day AM,14,"140 Vermilion Rockfish, 13 Calico Bass, 10 Sand Bass, 3 Sheephead, 2 Whitefish"
752,daveys-locker,2019-10-29,Freelance,3/4 Day,29,"40 Rockfish, 20 Vermilion Rockfish, 8 Whitefish, 2 Triggerfish, 2 Sheephead"
753,daveys-locker,2019-10-29,Western Pride,1/2 Day PM,11,"16 Calico Bass, 6 Sand Bass, 1 Sheephead, 1 Yellowtail"
754,daveys-locker,2019-10-30,Freelance,3/4 Day,21,"210 Rockfish, 25 Whitefish, 11 Calico Bass, 5 Spanish Jack, 3 Sand Bass, 3 Sheephead"
755,daveys-locker,2019-10-31,Freelance,3/4 Day,33,"75 Rockfish, 45 Bocaccio, 15 Vermilion Rockfish, 12 Whitefish, 1 Lingcod"
756,daveys-locker,2019-10-31,Western Pride,1/2 Day AM,19,"25 Vermilion Rockfish, 16 Rockfish, 9 Bocaccio, 8 Sheephead, 4 Calico Bass, 3 Sand Bass, 2 Sculpin, 1 Whitefish"
757,daveys-locker,2019-11-01,Freelance,3/4 Day,40,"106 Rockfish, 21 Whitefish, 3 Yellowfin Tuna"
758,daveys-locker,2019-11-01,Western Pride,1/2 Day PM,45,"91 Vermilion Rockfish, 77 Bocaccio, 65 Rockfish, 2 Whitefish"
759,daveys-locker,2019-11-02,Freelance,3/4 Day,76,"187 Rockfish, 87 Vermilion Rockfish, 51 Bocaccio, 17 Whitefish, 2 Sheephead"
760,daveys-locker,2019-11-02,Western Pride,3/4 Day,23,"106 Rockfish, 5 Whitefish, 1 Yellowfin Tuna"
761,daveys-locker,2019-11-03,Freelance,3/4 Day,80,"245 Rockfish, 42 Bonito, 25 Bocaccio, 21 Whitefish, 2 Sheephead"
762,daveys-locker,2019-11-05,Freelance,3/4 Day,26,"40 Whitefish, 30 Bocaccio, 25 Sculpin, 20 Blue Perch, 5 Sheephead, 1 Bonito"
763,daveys-locker,2019-11-06,Freelance,3/4 Day,32,"145 Rockfish, 35 Whitefish, 25 Vermilion Rockfish, 20 Sculpin, 15 Bocaccio, 6 Sand Bass, 5 Sheephead, 2 Blue Perch"
764,daveys-locker,2019-11-07,Freelance,3/4 Day,32,"91 Sculpin, 86 Bocaccio, 81 Rockfish, 42 Whitefish, 10 Calico Bass, 10 Blue Perch, 3 Sheephead, 2 Sand Bass"
765,daveys-locker,2019-11-08,Bongos,3/4 Day,2,"6 Sheephead, 2 Whitefish, 2 Calico Bass, 2 Bonito, 1 Yellowfin Tuna"
766,daveys-locker,2019-11-08,Freelance,3/4 Day,39,"85 Rockfish, 76 Bocaccio, 31 Vermilion Rockfish, 12 Whitefish"
767,daveys-locker,2019-11-08,Thunderbird,1.5 Day,33,"330 Yellowfin Tuna, 7 Bluefin Tuna"
768,daveys-locker,2019-11-08,Western Pride,1/2 Day PM,6,"50 Vermilion Rockfish, 10 Bocaccio, 5 Calico Bass, 2 Sculpin, 1 Sheephead"
769,daveys-locker,2019-11-09,Freelance,3/4 Day,80,"192 Rockfish, 86 Blacksmith, 51 Sculpin, 48 Whitefish, 36 Bocaccio, 6 Sheephead, 4 Calico Bass, 2 Sand Bass"
770,daveys-locker,2019-11-09,Western Pride,3/4 Day,47,"85 Rockfish, 41 Vermilion Rockfish, 26 Bocaccio, 18 Sculpin, 12 Sanddab, 10 Sheephead, 8 Calico Bass, 6 Blue Perch, 3 Whitefish, 2 Rock Sole"
771,daveys-locker,2019-11-10,Freelance,3/4 Day,71,"230 Rockfish, 81 Whitefish, 74 Bocaccio, 54 Vermilion Rockfish, 3 Sheephead, 1 Sculpin"
772,daveys-locker,2019-11-10,Thunderbird,1.5 Day,33,"233 Yellowfin Tuna, 22 Bluefin Tuna"
773,daveys-locker,2019-11-11,Freelance,3/4 Day,74,"110 Rockfish, 45 Whitefish, 41 Bocaccio, 10 Bonito, 1 Lingcod, 1 Sheephead"
774,daveys-locker,2019-11-12,Freelance,3/4 Day,42,"90 Rockfish, 30 Bocaccio, 25 Whitefish, 15 Vermilion Rockfish"
775,daveys-locker,2019-11-12,Thunderbird,2 Day,21,"204 Yellowfin Tuna, 30 Bluefin Tuna"
776,daveys-locker,2019-11-13,Freelance,3/4 Day,40,"90 Rockfish, 45 Sculpin, 38 Bocaccio, 15 Whitefish, 10 Vermilion Rockfish, 8 Calico Bass, 6 Sheephead"
777,daveys-locker,2019-11-14,Freelance,3/4 Day,49,"86 Rockfish, 76 Sculpin, 41 Whitefish, 35 Bocaccio, 21 Blacksmith, 17 Vermilion Rockfish, 6 Sheephead"
778,daveys-locker,2019-11-15,Thunderbird,1.5 Day,34,"40 Bluefin Tuna, 2 Yellowfin Tuna"
779,daveys-locker,2019-11-16,Freelance,3/4 Day,72,"180 Rockfish, 110 Whitefish, 41 Bocaccio"
780,daveys-locker,2019-11-16,Western Pride,3/4 Day,72,"275 Rockfish, 25 Whitefish, 5 Sculpin"
781,daveys-locker,2019-11-17,Freelance,3/4 Day,67,"185 Whitefish, 176 Rockfish, 34 Bocaccio, 2 Sheephead, 1 Lingcod"
782,daveys-locker,2019-11-21,Freelance,3/4 Day,26,"120 Blacksmith, 115 Whitefish, 30 Rockfish, 10 Sculpin, 9 Sheephead, 1 Calico Bass"
783,daveys-locker,2019-11-22,Freelance,3/4 Day,16,"160 Rockfish, 21 Sculpin, 14 Whitefish, 4 Calico Bass, 1 Triggerfish"
784,daveys-locker,2019-11-23,Freelance,3/4 Day,80,"185 Blacksmith, 100 Rockfish, 62 Sculpin, 35 Whitefish, 26 Sheephead, 2 Calico Bass, 1 Sand Bass"
785,daveys-locker,2019-11-24,Freelance,3/4 Day,62,"135 Rockfish, 51 Whitefish, 48 Bocaccio, 2 Sculpin, 1 Lingcod, 1 Halibut"
786,daveys-locker,2019-11-24,Thunderbird,1.5 Day,22,"21 Yellowfin Tuna, 19 Bluefin Tuna"
787,daveys-locker,2019-11-25,Freelance,3/4 Day,57,"160 Blacksmith, 130 Whitefish, 30 Rockfish, 11 Sheephead, 5 Sculpin, 3 Sand Bass"
788,daveys-locker,2019-11-26,Freelance,3/4 Day,49,"130 Whitefish, 60 Rockfish, 25 Sculpin, 20 Sheephead, 10 Blue Perch, 4 Sand Bass, 2 Calico Bass, 2 Triggerfish"
789,daveys-locker,2019-11-30,Freelance,3/4 Day,39,"115 Rockfish, 18 Bocaccio, 7 Sheephead, 1 Lingcod, 1 Bonito"
790,daveys-locker,2019-12-01,Freelance,3/4 Day,43,"104 Rockfish, 35 Whitefish, 26 Vermilion Rockfish, 3 Sheephead"
791,daveys-locker,2019-12-08,Freelance,3/4 Day,45,"151 Blacksmith, 107 Rockfish, 81 Sculpin, 41 Whitefish, 6 Sheephead"
792,daveys-locker,2019-12-16,Western Pride,1/2 Day AM,18,"45 Whitefish, 36 Vermilion Rockfish, 31 Rockfish, 20 Blacksmith, 5 Bocaccio, 4 Sheephead, 1 Calico Bass"
793,daveys-locker,2019-12-17,Western Pride,1/2 Day AM,10,"34 Whitefish, 25 Blacksmith, 16 Sand Bass, 6 Calico Bass, 4 Sculpin, 1 Triggerfish"
794,daveys-locker,2019-12-18,Western Pride,1/2 Day AM,22,"106 Blacksmith, 33 Whitefish, 7 Calico Bass, 5 Sculpin, 5 Sheephead, 2 Sand Bass, 2 Rockfish"
795,daveys-locker,2019-12-27,Western Pride,1/2 Day AM,63,"118 Rockfish, 97 Whitefish, 25 Blacksmith, 5 Vermilion Rockfish, 2 Sheephead, 1 Cabezon"
796,daveys-locker,2019-12-28,Freelance,3/4 Day,74,"200 Blacksmith, 85 Rockfish, 64 Whitefish, 50 Sculpin, 3 Sheephead"
797,daveys-locker,2019-12-28,Western Pride,1/2 Day AM,78,"104 Whitefish, 44 Rockfish, 22 Blacksmith, 3 Sand Bass, 3 Vermilion Rockfish, 2 Sheephead"
798,daveys-locker,2019-12-29,Freelance,3/4 Day,80,"300 Blacksmith, 201 Whitefish, 61 Rockfish, 21 Sculpin, 11 Sheephead, 10 Sand Bass, 1 Lingcod"
799,daveys-locker,2019-12-30,Freelance,3/4 Day,64,"308 Whitefish, 112 Blacksmith, 57 Rockfish, 30 Vermilion Rockfish, 24 Sculpin, 11 Sheephead"
800,daveys-locker,2019-12-30,Western Pride,1/2 Day AM,38,"131 Vermilion Rockfish, 33 Rockfish, 20 Bocaccio, 12 Blacksmith, 10 Whitefish, 1 Sand Bass, 1 Sculpin"
801,daveys-locker,2019-12-31,Freelance,3/4 Day,71,"410 Whitefish, 76 Rockfish, 50 Sculpin, 45 Sanddab, 31 Blacksmith, 28 Vermilion Rockfish, 10 Sheephead, 1 Sand Bass"
802,daveys-locker,2019-12-31,Western Pride,1/2 Day PM,64,"210 Rockfish, 105 Sculpin, 16 Vermilion Rockfish, 15 Whitefish, 1 Sheephead"
803,dana-wharf-sportfishing,2019-01-01,Clemente,1/2 Day AM,35,"2 Sculpin, 1 Sand Bass, 1 Blacksmith"
804,dana-wharf-sportfishing,2019-01-01,Reel Fun,1/2 Day AM,23,"4 Sculpin, 1 Blacksmith, 1 Calico Bass Released"
805,dana-wharf-sportfishing,2019-01-01,Sum Fun,3/4 Day,45,"230 Sculpin, 4 Calico Bass Released"
806,dana-wharf-sportfishing,2019-01-02,Clemente,1/2 Day AM,36,"25 Calico Bass Released, 20 Whitefish Released, 9 Sculpin"
807,dana-wharf-sportfishing,2019-01-02,Sum Fun,3/4 Day,35,175 Sculpin
808,dana-wharf-sportfishing,2019-01-03,Clemente,1/2 Day AM,50,"25 Sand Bass Released, 7 Sculpin, 3 Sand Bass"
809,dana-wharf-sportfishing,2019-01-03,Sum Fun,3/4 Day,49,"210 Sculpin, 1 Halibut, 1 Blue Perch"
810,dana-wharf-sportfishing,2019-01-04,Clemente,3/4 Day,23,"16 Sculpin, 4 Halibut Released, 1 Halibut"
811,dana-wharf-sportfishing,2019-01-04,Reel Fun,3/4 Day,10,"20 Vermilion Rockfish Released, 17 Sculpin, 15 Rockfish Released, 12 Sculpin Released, 11 Whitefish Released, 7 Bocaccio Released, 1 Sand Bass"
812,dana-wharf-sportfishing,2019-01-04,Sum Fun,1/2 Day AM,60,"15 Calico Bass Released, 2 Sculpin, 1 Triggerfish, 1 Sand Bass"
813,dana-wharf-sportfishing,2019-01-05,Boardroom II,3/4 Day,3,12 Vermilion Rockfish Released
814,dana-wharf-sportfishing,2019-01-05,Reel Fun,1/2 Day AM,19,"20 Calico Bass Released, 1 Sculpin"
815,dana-wharf-sportfishing,2019-01-05,Reel Fun,1/2 Day PM,28,"16 Calico Bass Released, 8 Sand Bass, 2 Mackerel, 1 Blacksmith"
816,dana-wharf-sportfishing,2019-01-05,San Mateo,1/2 Day AM,4,17 Yellowtail
817,dana-wharf-sportfishing,2019-01-05,Sum Fun,3/4 Day,23,84 Sculpin
818,dana-wharf-sportfishing,2019-01-06,Reel Fun,1/2 Day AM,10,"12 Whitefish Released, 3 Sand Bass Released, 1 Sand Bass, 1 Sheephead Released"
819,dana-wharf-sportfishing,2019-01-06,Reel Fun,1/2 Day PM,20,"25 Calico Bass Released, 3 Blue Perch, 3 Calico Bass, 2 Sculpin, 1 Sand Bass"
820,dana-wharf-sportfishing,2019-01-06,Sum Fun,3/4 Day,25,"1 Halibut, 1 Halibut Released"
821,dana-wharf-sportfishing,2019-01-08,Reel Fun,3/4 Day,29,"99 Sculpin, 21 Sculpin Released"
822,dana-wharf-sportfishing,2019-01-08,Sum Fun,1/2 Day AM,18,90 Sculpin
823,dana-wharf-sportfishing,2019-01-10,Dana Pride,3/4 Day,20,"61 Sculpin, 1 Sand Bass"
824,dana-wharf-sportfishing,2019-01-10,Reel Fun,1/2 Day AM,15,"12 Calico Bass Released, 2 Calico Bass"
825,dana-wharf-sportfishing,2019-01-10,Sum Fun,1/2 Day PM,20,"21 Blue Perch, 12 Calico Bass Released, 1 Sand Bass"
826,dana-wharf-sportfishing,2019-01-11,Sum Fun,1/2 Day AM,12,"75 Calico Bass Released, 8 Whitefish Released, 3 Sheephead Released, 2 Sculpin, 2 Blue Perch"
827,dana-wharf-sportfishing,2019-01-12,Reel Fun,3/4 Day,26,"30 Vermilion Rockfish Released, 27 Rockfish Released, 17 Sculpin, 7 Whitefish Released, 3 Sculpin Released"
828,dana-wharf-sportfishing,2019-01-12,Sum Fun,1/2 Day AM,13,"48 Calico Bass Released, 12 Sand Bass, 1 Sculpin"
829,dana-wharf-sportfishing,2019-01-12,Sum Fun,1/2 Day PM,26,"20 Mackerel, 14 Calico Bass Released, 9 Sand Bass Released, 1 Sand Bass"
830,dana-wharf-sportfishing,2019-01-13,Reel Fun,3/4 Day,25,"7 Sanddab, 4 Sand Bass Released, 1 Sand Bass"
831,dana-wharf-sportfishing,2019-01-13,Sum Fun,1/2 Day AM,17,"15 Calico Bass Released, 1 Calico Bass"
832,dana-wharf-sportfishing,2019-01-13,Sum Fun,1/2 Day PM,23,"35 Calico Bass Released, 4 Sand Bass, 3 Sculpin, 1 Calico Bass, 1 Triggerfish"
833,dana-wharf-sportfishing,2019-01-18,Boardroom II,1/2 Day AM,4,"2 Sculpin Released, 2 Calico Bass Released"
834,dana-wharf-sportfishing,2019-01-18,Sum Fun,3/4 Day,11,2 Sand Bass
835,dana-wharf-sportfishing,2019-01-19,Dana Pride,1/2 Day AM,38,"30 Calico Bass Released, 8 Blacksmith, 3 Sand Bass, 1 Sargo, 1 Calico Bass, 1 Blue Perch"
836,dana-wharf-sportfishing,2019-01-19,Sum Fun,3/4 Day,48,"90 Sculpin, 50 Rockfish Released, 40 Whitefish Released, 10 Bocaccio Released"
837,dana-wharf-sportfishing,2019-01-20,Dana Pride,1/2 Day AM,16,"25 Calico Bass Released, 8 Whitefish Released, 5 Sand Bass, 4 Sheephead Released, 1 Calico Bass"
838,dana-wharf-sportfishing,2019-01-20,Dana Pride,1/2 Day PM,71,"45 Calico Bass Released, 12 Whitefish Released, 4 Calico Bass, 3 Sheephead Released, 2 Sand Bass"
839,dana-wharf-sportfishing,2019-01-20,San Mateo,3/4 Day,10,2 Yellowtail
840,dana-wharf-sportfishing,2019-01-20,Sum Fun,3/4 Day,25,"2 Halibut Released, 1 Halibut"
841,dana-wharf-sportfishing,2019-01-22,Dana Pride,1/2 Day AM,12,"22 Mackerel Released, 15 Calico Bass Released, 2 Sheephead Released"
842,dana-wharf-sportfishing,2019-01-22,Sum Fun,3/4 Day,23,84 Sculpin
843,dana-wharf-sportfishing,2019-01-23,Dana Pride,1/2 Day AM,19,"15 Whitefish Released, 15 Sand Bass Released, 4 Sand Bass, 3 Sheephead Released, 2 Sculpin"
844,dana-wharf-sportfishing,2019-01-23,Sum Fun,3/4 Day,13,65 Sculpin
845,dana-wharf-sportfishing,2019-01-24,Dana Pride,1/2 Day AM,10,"8 Whitefish Released, 2 Sheephead Released"
846,dana-wharf-sportfishing,2019-01-24,Sum Fun,3/4 Day,26,130 Sculpin
847,dana-wharf-sportfishing,2019-01-25,Boardroom II,1/2 Day PM,3,"20 Mackerel, 14 Calico Bass Released, 2 Sand Bass, 2 Blue Perch"
848,dana-wharf-sportfishing,2019-01-25,Reel Fun,1/2 Day AM,11,"32 Calico Bass Released, 19 Whitefish Released, 4 Sheephead Released, 3 Sand Bass"
849,dana-wharf-sportfishing,2019-01-25,Sum Fun,3/4 Day,18,1 Halibut
850,dana-wharf-sportfishing,2019-01-26,Reel Fun,1/2 Day AM,33,"18 Calico Bass Released, 9 Mackerel, 8 Whitefish Released, 4 Sheephead Released, 3 Sand Bass, 2 Blue Perch, 1 Sculpin"
851,dana-wharf-sportfishing,2019-01-26,Sum Fun,3/4 Day,47,"105 Sculpin, 25 Sanddab"
852,dana-wharf-sportfishing,2019-01-27,Reel Fun,1/2 Day AM,36,"33 Calico Bass Released, 5 Sculpin, 5 Whitefish Released, 2 Sheephead Released, 1 Sand Bass"
853,dana-wharf-sportfishing,2019-01-27,Reel Fun,1/2 Day PM,43,"32 Calico Bass Released, 15 Whitefish Released, 5 Sand Bass, 2 Sheephead Released, 1 Sculpin, 1 Calico Bass"
854,dana-wharf-sportfishing,2019-01-27,Sum Fun,3/4 Day,25,"13 Halibut Released, 5 Halibut"
855,dana-wharf-sportfishing,2019-01-28,Reel Fun,1/2 Day AM,26,"31 Calico Bass Released, 6 Calico Bass, 5 Sand Bass, 3 Sheephead Released, 2 Whitefish Released, 1 Sculpin, 1 Blue Perch"
856,dana-wharf-sportfishing,2019-01-28,Sum Fun,3/4 Day,10,50 Sculpin
857,dana-wharf-sportfishing,2019-01-29,Reel Fun,1/2 Day AM,24,"22 Calico Bass Released, 5 Sheephead Released, 4 Whitefish Released, 1 Calico Bass"
858,dana-wharf-sportfishing,2019-01-29,Sum Fun,3/4 Day,24,"120 Sculpin, 8 Calico Bass Released"
859,dana-wharf-sportfishing,2019-01-30,Reel Fun,1/2 Day AM,25,"25 Calico Bass Released, 20 Blacksmith, 9 Calico Bass, 6 Sculpin, 1 Sand Bass"
860,dana-wharf-sportfishing,2019-01-30,Sum Fun,3/4 Day,21,"105 Sculpin, 18 Calico Bass Released, 3 Sand Bass, 2 Calico Bass"
861,dana-wharf-sportfishing,2019-01-31,Sum Fun,3/4 Day,10,"20 Sculpin, 8 Sanddab, 1 Sand Bass"
862,dana-wharf-sportfishing,2019-02-01,Reel Fun,1/2 Day AM,11,"25 Calico Bass Released, 20 Sand Bass Released, 12 Sheephead Released, 8 Calico Bass, 6 Sand Bass, 1 Sculpin"
863,dana-wharf-sportfishing,2019-02-01,Sum Fun,3/4 Day,14,"7 Sculpin, 1 Halibut Released"
864,dana-wharf-sportfishing,2019-02-03,Reel Fun,1/2 Day AM,9,"25 Calico Bass Released, 5 Sheephead Released, 4 Calico Bass, 2 Sand Bass, 2 Sculpin Released"
865,dana-wharf-sportfishing,2019-02-03,Sum Fun,3/4 Day,8, 
866,dana-wharf-sportfishing,2019-02-06,Sum Fun,3/4 Day,17,50 Sculpin
867,dana-wharf-sportfishing,2019-02-07,Reel Fun,1/2 Day AM,18,"17 Calico Bass Released, 2 Sculpin, 1 Triggerfish, 1 Calico Bass"
868,dana-wharf-sportfishing,2019-02-07,Sum Fun,3/4 Day,22,"110 Sculpin, 5 Calico Bass Released"
869,dana-wharf-sportfishing,2019-02-08,Reel Fun,1/2 Day AM,34,"29 Calico Bass Released, 12 Sheephead Released, 3 Blue Perch, 1 Calico Bass, 1 Sand Bass, 1 Sculpin"
870,dana-wharf-sportfishing,2019-02-09,Reel Fun,1/2 Day AM,13,"32 Calico Bass Released, 2 Calico Bass, 1 Sanddab, 1 Sand Bass"
871,dana-wharf-sportfishing,2019-02-09,Sum Fun,3/4 Day,38,"97 Sculpin, 25 Sanddab"
872,dana-wharf-sportfishing,2019-02-10,Reel Fun,1/2 Day AM,14,"18 Calico Bass Released, 9 Sand Bass Released, 7 Whitefish Released, 5 Sheephead Released, 1 Blacksmith, 1 Sand Bass"
873,dana-wharf-sportfishing,2019-02-10,Reel Fun,1/2 Day PM,18,"23 Calico Bass Released, 12 Sand Bass Released, 4 Sand Bass, 2 Calico Bass"
874,dana-wharf-sportfishing,2019-02-11,Boardroom,1/2 Day AM,6,5 Sculpin
875,dana-wharf-sportfishing,2019-02-11,Sum Fun,1/2 Day AM,25,"70 Sculpin, 20 Sanddab, 15 Whitefish Released"
